Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,471,0,0,0,1.0,1.0,1.0,1.0
AKRA,450,20,1,0,0.9554,0.9574,0.9978,0.9772
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,451,9,4,7,0.9724,0.9804,0.9912,0.9858
BUMI,441,5,8,17,0.9724,0.9888,0.9822,0.9855
DEWA,188,3,84,196,0.8153,0.9843,0.6912,0.8121
DOID,301,20,53,97,0.845,0.9377,0.8503,0.8919
ELSA,436,35,0,0,0.9257,0.9257,1.0,0.9614
ENRG,339,6,41,85,0.9002,0.9826,0.8921,0.9352
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,436,8,9,18,0.9639,0.982,0.9798,0.9809
ITMA,370,16,23,62,0.9172,0.9585,0.9415,0.9499
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,471,0,0,0,1.0,1.0,1.0,1.0
MBSS,433,7,9,22,0.966,0.9841,0.9796,0.9819
MEDC,449,22,0,0,0.9533,0.9533,1.0,0.9761
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,468,3,0,0,0.9936,0.9936,1.0,0.9968
SOCI,457,3,4,7,0.9851,0.9935,0.9913,0.9924
TCPI,471,0,0,0,1.0,1.0,1.0,1.0
TEBE,367,15,34,55,0.896,0.9607,0.9152,0.9374
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,464,7,0,0,0.9851,0.9851,1.0,0.9925
