Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,1371,1544,1457,2.89,4
Resistance,1322,1622,1472,5.0,9
Resistance,1254,1731,1492,7.95,9
Resistance,1339,1726,1532,6.45,4
Resistance,1451,1664,1558,3.54,2
Resistance,1269,1906,1588,10.61,2
Resistance,1325,1925,1625,10.0,3
Resistance,1236,2084,1660,14.14,2
Support,-737,1420,341,35.94,9
Support,-717,1727,505,40.73,36
Support,-256,1515,630,29.51,37
Support,-629,2168,770,46.61,22
Support,-692,2522,915,53.56,12
Support,-596,2883,1144,57.99,15
Support,320,2318,1319,33.31,29
Support,804,2029,1416,20.42,18
