Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,471,0,0,0,1.0,1.0,1.0,1.0
AKRA,458,13,0,0,0.9724,0.9724,1.0,0.986
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,442,10,6,13,0.966,0.9779,0.9866,0.9822
BUMI,450,7,4,10,0.9766,0.9847,0.9912,0.9879
DEWA,188,3,84,196,0.8153,0.9843,0.6912,0.8121
DOID,339,12,41,79,0.8875,0.9658,0.8921,0.9275
ELSA,435,36,0,0,0.9236,0.9236,1.0,0.9603
ENRG,346,9,40,76,0.896,0.9746,0.8964,0.9339
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,448,8,4,11,0.9745,0.9825,0.9912,0.9868
ITMA,200,32,75,164,0.7728,0.8621,0.7273,0.789
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,471,0,0,0,1.0,1.0,1.0,1.0
MBSS,440,4,7,20,0.9766,0.991,0.9843,0.9877
MEDC,447,24,0,0,0.949,0.949,1.0,0.9739
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,468,3,0,0,0.9936,0.9936,1.0,0.9968
SOCI,458,3,4,6,0.9851,0.9935,0.9913,0.9924
TCPI,471,0,0,0,1.0,1.0,1.0,1.0
TEBE,364,7,37,63,0.9066,0.9811,0.9077,0.943
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,468,3,0,0,0.9936,0.9936,1.0,0.9968
