Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,471,0,0,0,1.0,1.0,1.0,1.0
AKRA,454,17,0,0,0.9639,0.9639,1.0,0.9816
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,463,3,2,3,0.9894,0.9936,0.9957,0.9946
BUMI,450,7,4,10,0.9766,0.9847,0.9912,0.9879
DEWA,188,3,84,196,0.8153,0.9843,0.6912,0.8121
DOID,339,12,41,79,0.8875,0.9658,0.8921,0.9275
ELSA,445,26,0,0,0.9448,0.9448,1.0,0.9716
ENRG,346,9,40,76,0.896,0.9746,0.8964,0.9339
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,451,11,3,6,0.9703,0.9762,0.9934,0.9847
ITMA,391,3,18,59,0.9554,0.9924,0.956,0.9738
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,471,0,0,0,1.0,1.0,1.0,1.0
MBSS,440,4,7,20,0.9766,0.991,0.9843,0.9877
MEDC,447,24,0,0,0.949,0.949,1.0,0.9739
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,468,3,0,0,0.9936,0.9936,1.0,0.9968
SOCI,458,3,4,6,0.9851,0.9935,0.9913,0.9924
TCPI,471,0,0,0,1.0,1.0,1.0,1.0
TEBE,374,15,31,51,0.9023,0.9614,0.9235,0.9421
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,468,3,0,0,0.9936,0.9936,1.0,0.9968
