Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,471,0,0,0,1.0,1.0,1.0,1.0
AKRA,459,12,0,0,0.9745,0.9745,1.0,0.9871
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,463,3,2,3,0.9894,0.9936,0.9957,0.9946
BUMI,450,4,5,12,0.9809,0.9912,0.989,0.9901
DEWA,238,24,65,144,0.811,0.9084,0.7855,0.8425
DOID,380,13,29,49,0.9108,0.9669,0.9291,0.9476
ELSA,443,28,0,0,0.9406,0.9406,1.0,0.9694
ENRG,357,3,38,73,0.913,0.9917,0.9038,0.9457
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,471,0,0,0,1.0,1.0,1.0,1.0
ITMA,401,10,15,45,0.9469,0.9757,0.9639,0.9698
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,471,0,0,0,1.0,1.0,1.0,1.0
MBSS,445,21,1,4,0.9533,0.9549,0.9978,0.9759
MEDC,468,3,0,0,0.9936,0.9936,1.0,0.9968
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,471,0,0,0,1.0,1.0,1.0,1.0
SOCI,458,4,4,5,0.983,0.9913,0.9913,0.9913
TCPI,471,0,0,0,1.0,1.0,1.0,1.0
TEBE,387,3,31,50,0.9278,0.9923,0.9258,0.9579
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,471,0,0,0,1.0,1.0,1.0,1.0
