Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,4250,4346,4298,48.17,5
Resistance,4579,4721,4650,70.71,2
Resistance,4816,4959,4888,71.82,4
Resistance,5400,5400,5400,0.0,1
Resistance,5725,5725,5725,0.0,1
Resistance,5840,5910,5875,35.36,2
Resistance,5964,6211,6088,123.74,2
Support,743,931,837,93.89,43
Support,1293,1502,1398,104.81,12
Support,1794,2028,1911,117.0,8
Support,2910,2910,2910,0.0,1
Support,3447,3654,3551,103.36,30
Support,3758,3880,3819,60.87,50
Support,3918,4094,4006,88.01,26
