Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,1455,1803,1629,174.42,50
Resistance,2205,2617,2411,206.04,15
Resistance,3436,3942,3689,253.23,13
Resistance,4209,4696,4453,243.52,12
Resistance,5547,5994,5770,223.28,11
Resistance,6230,6641,6436,205.58,7
Resistance,8100,8100,8100,0.0,1
Support,12,42,27,14.78,51
Support,144,205,175,30.69,5
Support,244,268,256,11.76,6
Support,310,331,320,10.3,2
Support,541,541,541,0.0,1
Support,884,1014,949,65.1,2
Support,1156,1230,1193,37.33,11
