Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,471,0,0,0,1.0,1.0,1.0,1.0
AKRA,456,15,0,0,0.9682,0.9682,1.0,0.9838
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,440,6,8,17,0.9703,0.9865,0.9821,0.9843
BUMI,441,6,8,16,0.9703,0.9866,0.9822,0.9844
DEWA,188,3,84,196,0.8153,0.9843,0.6912,0.8121
DOID,308,19,50,94,0.8535,0.9419,0.8603,0.8993
ELSA,452,19,0,0,0.9597,0.9597,1.0,0.9794
ENRG,340,6,41,84,0.9002,0.9827,0.8924,0.9354
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,436,8,9,18,0.9639,0.982,0.9798,0.9809
ITMA,137,52,88,194,0.7028,0.7249,0.6089,0.6618
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,471,0,0,0,1.0,1.0,1.0,1.0
MBSS,434,7,8,22,0.9682,0.9841,0.9819,0.983
MEDC,447,24,0,0,0.949,0.949,1.0,0.9739
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,468,3,0,0,0.9936,0.9936,1.0,0.9968
SOCI,457,3,4,7,0.9851,0.9935,0.9913,0.9924
TCPI,471,0,0,0,1.0,1.0,1.0,1.0
TEBE,362,3,40,66,0.9087,0.9918,0.9005,0.9439
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,464,7,0,0,0.9851,0.9851,1.0,0.9925
