Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,471,0,0,0,1.0,1.0,1.0,1.0
AKRA,467,4,0,0,0.9915,0.9915,1.0,0.9957
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,447,12,5,7,0.9639,0.9739,0.9889,0.9813
BUMI,460,3,2,6,0.9894,0.9935,0.9957,0.9946
DEWA,196,11,79,185,0.8089,0.9469,0.7127,0.8133
DOID,374,9,30,58,0.9172,0.9765,0.9257,0.9504
ELSA,456,15,0,0,0.9682,0.9682,1.0,0.9838
ENRG,366,3,36,66,0.9172,0.9919,0.9104,0.9494
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,471,0,0,0,1.0,1.0,1.0,1.0
ITMA,410,9,13,39,0.9533,0.9785,0.9693,0.9739
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,467,3,1,0,0.9915,0.9936,0.9979,0.9957
MBSS,452,19,0,0,0.9597,0.9597,1.0,0.9794
MEDC,468,3,0,0,0.9936,0.9936,1.0,0.9968
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,471,0,0,0,1.0,1.0,1.0,1.0
SOCI,458,3,4,6,0.9851,0.9935,0.9913,0.9924
TCPI,471,0,0,0,1.0,1.0,1.0,1.0
TEBE,388,5,30,48,0.9257,0.9873,0.9282,0.9568
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,471,0,0,0,1.0,1.0,1.0,1.0
