Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,1371,1544,1457,2.89,4
Resistance,1386,1550,1468,2.74,5
Resistance,1401,1551,1476,2.5,4
Resistance,1254,1731,1492,7.95,9
Resistance,1339,1726,1532,6.45,4
Resistance,1451,1664,1558,3.54,2
Resistance,1269,1906,1588,10.61,2
Resistance,1325,1925,1625,10.0,3
Resistance,1650,1650,1650,0.0,1
Resistance,1670,1670,1670,0.0,1
Support,-737,1420,341,35.94,9
Support,-349,1296,473,27.42,19
Support,-78,1174,548,20.86,21
Support,-322,1608,643,32.17,37
Support,-369,1937,784,38.44,18
Support,-692,2522,915,53.56,12
Support,-476,2740,1132,53.6,13
Support,350,2221,1285,31.18,18
Support,787,1929,1358,19.04,17
Support,1104,1747,1426,10.72,14
