Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,304,488,396,3.07,9
Resistance,406,406,406,0.0,1
Resistance,380,450,415,1.15,4
Resistance,377,467,422,1.51,6
Resistance,392,462,427,1.15,4
Resistance,357,514,436,2.61,5
Resistance,460,460,460,0.0,1
Resistance,476,476,476,0.0,1
Resistance,505,505,505,0.0,1
Resistance,525,525,525,0.0,1
Support,-146,413,134,9.32,4
Support,-152,525,186,11.3,10
Support,-53,473,210,8.76,18
Support,-4,494,245,8.3,11
Support,117,424,271,5.12,14
Support,177,392,284,3.57,13
Support,190,408,299,3.64,18
Support,165,459,312,4.9,25
Support,98,574,336,7.93,10
Support,118,630,374,8.52,14
