Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,1455,1803,1629,174.42,50,1629.0,0.2677,1285.0,180.05,1
Resistance,2205,2617,2411,206.04,15,2411.0,0.8763,1285.0,16.92,2
Resistance,3483,4058,3771,287.39,16,3771.0,1.9346,1285.0,8.23,3
Resistance,5585,6779,6182,596.67,18,6182.0,3.8109,1285.0,4.71,4
Resistance,4345,4935,4640,295.04,10,4640.0,2.6109,1285.0,3.82,5
Support,1156,1230,1193,37.33,11,1193.0,0.0716,1285.0,134.81,1
Support,12,42,27,14.78,51,27.0,0.979,1285.0,51.57,2
Support,177,293,235,57.74,13,235.0,0.8171,1285.0,15.72,3
Support,884,1014,949,65.1,2,949.0,0.2615,1285.0,7.37,4
Support,541,541,541,0.0,1,541.0,0.579,1285.0,1.7,5
