Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,4250,4346,4298,48.17,5,4298.0,0.0209,4210.0,161.8,1
Resistance,4670,4947,4808,138.34,6,4808.0,0.142,4210.0,39.46,2
Resistance,5735,5915,5825,90.14,3,5825.0,0.3836,4210.0,7.62,3
Resistance,5964,6211,6088,123.74,2,6088.0,0.4461,4210.0,4.39,4
Resistance,5400,5400,5400,0.0,1,5400.0,0.2827,4210.0,3.42,5
Support,3862,4043,3952,90.66,46,3952.0,0.0613,4210.0,645.32,1
Support,3655,3804,3730,74.74,45,3730.0,0.114,4210.0,362.86,2
Support,3274,3586,3430,155.56,16,3430.0,0.1853,4210.0,81.94,3
Support,743,931,837,93.89,43,837.0,0.8012,4210.0,53.01,4
Support,1324,1882,1603,279.14,20,1603.0,0.6192,4210.0,31.78,5
