Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,2637,2673,2655,17.93,24,2655.0,0.0134,2620.0,1027.45,1
Resistance,2706,2762,2734,28.03,21,2734.0,0.0435,2620.0,392.44,2
Resistance,2804,2869,2837,32.73,26,2837.0,0.0828,2620.0,280.1,3
Resistance,2898,3021,2959,61.78,19,2959.0,0.1294,2620.0,136.31,4
Resistance,3171,3449,3310,139.2,10,3310.0,0.2634,2620.0,36.58,5
Support,2528,2585,2556,28.8,38,2556.0,0.0244,2620.0,1103.77,1
Support,2406,2478,2442,36.27,37,2442.0,0.0679,2620.0,474.73,2
Support,2103,2244,2174,70.34,14,2174.0,0.1702,2620.0,77.68,3
Support,1741,1907,1824,82.98,9,1824.0,0.3038,2620.0,28.68,4
Support,1585,1585,1585,0.0,1,1585.0,0.395,2620.0,2.47,5
