Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,625,657,641,15.98,11,641.0,0.0423,615.0,210.42,1
Resistance,747,770,758,11.38,22,758.0,0.2325,615.0,90.71,2
Resistance,701,725,713,11.89,11,713.0,0.1593,615.0,64.95,3
Resistance,794,827,810,16.29,19,810.0,0.3171,615.0,58.09,4
Resistance,852,903,878,25.45,6,878.0,0.4276,615.0,13.71,5
Support,594,609,602,7.64,3,602.0,0.0211,615.0,96.34,1
Support,570,580,575,5.0,3,575.0,0.065,615.0,39.98,2
Support,530,548,539,8.94,5,539.0,0.1236,615.0,37.43,3
Support,485,512,498,13.11,6,498.0,0.1902,615.0,29.96,4
Support,382,433,408,25.79,4,408.0,0.3366,615.0,11.54,5
