Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,193,11,87,180,0.7919,0.9461,0.6893,0.7975
AKRA,359,31,30,51,0.8705,0.9205,0.9229,0.9217
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,395,31,20,25,0.8917,0.9272,0.9518,0.9394
BULL,339,22,58,52,0.8301,0.9391,0.8539,0.8945
BUMI,272,20,55,124,0.8408,0.9315,0.8318,0.8788
DEWA,106,22,116,227,0.707,0.8281,0.4775,0.6057
DOID,143,17,109,202,0.7325,0.8938,0.5675,0.6942
ELSA,118,19,129,205,0.6858,0.8613,0.4777,0.6146
ENRG,229,10,75,157,0.8195,0.9582,0.7533,0.8435
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,325,6,51,89,0.879,0.9819,0.8644,0.9194
INDY,365,8,30,68,0.9193,0.9786,0.9241,0.9505
ITMA,37,14,136,284,0.6815,0.7255,0.2139,0.3304
ITMG,460,5,3,3,0.983,0.9892,0.9935,0.9914
KKGI,305,12,61,93,0.845,0.9621,0.8333,0.8931
MBSS,128,32,124,187,0.6688,0.8,0.5079,0.6214
MEDC,210,33,73,155,0.7749,0.8642,0.742,0.7985
PGAS,76,8,130,257,0.707,0.9048,0.3689,0.5241
PTBA,348,22,46,55,0.8556,0.9405,0.8832,0.911
RUIS,151,29,113,178,0.6985,0.8389,0.572,0.6802
SOCI,266,36,74,95,0.7665,0.8808,0.7824,0.8287
TCPI,255,26,75,115,0.7856,0.9075,0.7727,0.8347
TEBE,220,20,114,117,0.7155,0.9167,0.6587,0.7666
TPMA,460,9,2,0,0.9766,0.9808,0.9957,0.9882
WINS,288,35,56,92,0.8068,0.8916,0.8372,0.8636
