Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,193,11,87,180,0.7919,0.9461,0.6893,0.7975
AKRA,380,30,26,35,0.8811,0.9268,0.936,0.9314
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,435,16,10,10,0.9448,0.9645,0.9775,0.971
BULL,339,22,58,52,0.8301,0.9391,0.8539,0.8945
BUMI,272,20,55,124,0.8408,0.9315,0.8318,0.8788
DEWA,106,22,116,227,0.707,0.8281,0.4775,0.6057
DOID,143,17,109,202,0.7325,0.8938,0.5675,0.6942
ELSA,118,19,129,205,0.6858,0.8613,0.4777,0.6146
ENRG,229,10,75,157,0.8195,0.9582,0.7533,0.8435
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,325,6,51,89,0.879,0.9819,0.8644,0.9194
INDY,365,8,30,68,0.9193,0.9786,0.9241,0.9505
ITMA,37,14,136,284,0.6815,0.7255,0.2139,0.3304
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,305,12,61,93,0.845,0.9621,0.8333,0.8931
MBSS,191,52,93,135,0.6921,0.786,0.6725,0.7249
MEDC,210,33,73,155,0.7749,0.8642,0.742,0.7985
PGAS,76,8,130,257,0.707,0.9048,0.3689,0.5241
PTBA,348,22,46,55,0.8556,0.9405,0.8832,0.911
RUIS,303,14,63,91,0.8365,0.9558,0.8279,0.8873
SOCI,269,38,74,90,0.7622,0.8762,0.7843,0.8277
TCPI,255,26,75,115,0.7856,0.9075,0.7727,0.8347
TEBE,221,20,114,116,0.7155,0.917,0.6597,0.7674
TPMA,460,9,2,0,0.9766,0.9808,0.9957,0.9882
WINS,288,35,56,92,0.8068,0.8916,0.8372,0.8636
