Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,191,9,87,184,0.7962,0.955,0.6871,0.7992
AKRA,63,26,133,249,0.6624,0.7079,0.3214,0.4421
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,395,31,20,25,0.8917,0.9272,0.9518,0.9394
BULL,265,8,91,107,0.7898,0.9707,0.7444,0.8426
BUMI,272,20,55,124,0.8408,0.9315,0.8318,0.8788
DEWA,105,22,117,227,0.7049,0.8268,0.473,0.6017
DOID,143,17,109,202,0.7325,0.8938,0.5675,0.6942
ELSA,118,19,129,205,0.6858,0.8613,0.4777,0.6146
ENRG,182,26,92,171,0.7495,0.875,0.6642,0.7552
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,325,6,51,89,0.879,0.9819,0.8644,0.9194
INDY,310,20,45,96,0.862,0.9394,0.8732,0.9051
ITMA,26,13,141,290,0.6723,0.6667,0.1557,0.2524
ITMG,460,5,3,3,0.983,0.9892,0.9935,0.9914
KKGI,297,10,62,102,0.8471,0.9674,0.8273,0.8919
MBSS,31,15,168,257,0.6115,0.6739,0.1558,0.2531
MEDC,130,18,112,211,0.724,0.8784,0.5372,0.6667
PGAS,56,7,138,270,0.6921,0.8889,0.2887,0.4358
PTBA,266,27,76,102,0.7813,0.9078,0.7778,0.8378
RUIS,138,20,119,194,0.7049,0.8734,0.537,0.6651
SOCI,251,36,78,106,0.758,0.8746,0.7629,0.8149
TCPI,264,12,76,119,0.8132,0.9565,0.7765,0.8571
TEBE,158,27,138,148,0.6497,0.8541,0.5338,0.657
TPMA,234,25,117,95,0.6985,0.9035,0.6667,0.7672
WINS,215,21,93,142,0.758,0.911,0.6981,0.7904
