Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,-8,316,154,5.39,19,154.0,0.1324,136.0,133.47,1
Resistance,78,255,167,2.95,26,167.0,0.2279,136.0,109.27,2
Resistance,41,320,180,4.65,21,180.0,0.3235,136.0,62.96,3
Resistance,-67,578,256,10.76,22,256.0,0.8824,136.0,24.65,4
Resistance,-1,595,297,9.94,15,297.0,1.1838,136.0,12.56,5
Resistance,137,504,321,6.11,17,321.0,1.3603,136.0,12.41,6
Resistance,125,559,342,7.24,10,342.0,1.5147,136.0,6.56,7
Resistance,-119,907,394,17.09,3,394.0,1.8971,136.0,1.57,8
Resistance,442,442,442,0.0,1,442.0,2.25,136.0,0.44,9
Support,115,150,133,0.58,3,133.0,0.0221,136.0,93.58,1
Support,30,197,113,2.79,9,113.0,0.1691,136.0,50.25,2
Support,29,168,99,2.33,8,99.0,0.2721,136.0,28.36,3
Support,125,125,125,0.0,2,125.0,0.0809,136.0,22.01,4
Support,25,143,84,1.97,6,84.0,0.3824,136.0,15.29,5
Support,24,157,91,2.22,4,91.0,0.3309,136.0,11.73,6
Support,43,170,106,2.12,2,106.0,0.2206,136.0,8.67,7
Support,9,134,72,2.08,3,72.0,0.4706,136.0,6.24,8
Support,-27,143,58,2.83,2,58.0,0.5735,136.0,3.43,9
