Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,416,6,14,35,0.9575,0.9858,0.9674,0.9765
AKRA,462,9,0,0,0.9809,0.9809,1.0,0.9904
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,439,6,8,18,0.9703,0.9865,0.9821,0.9843
BUMI,429,9,12,21,0.9554,0.9795,0.9728,0.9761
DEWA,188,3,84,196,0.8153,0.9843,0.6912,0.8121
DOID,280,15,64,112,0.8323,0.9492,0.814,0.8764
ELSA,452,18,1,0,0.9597,0.9617,0.9978,0.9794
ENRG,336,3,42,90,0.9045,0.9912,0.8889,0.9372
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,441,9,7,14,0.966,0.98,0.9844,0.9822
ITMA,293,56,40,82,0.7962,0.8395,0.8799,0.8592
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,464,3,1,3,0.9915,0.9936,0.9978,0.9957
MBSS,431,14,7,19,0.9554,0.9685,0.984,0.9762
MEDC,447,24,0,0,0.949,0.949,1.0,0.9739
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,471,0,0,0,1.0,1.0,1.0,1.0
SOCI,457,3,4,7,0.9851,0.9935,0.9913,0.9924
TCPI,454,4,5,8,0.9809,0.9913,0.9891,0.9902
TEBE,362,3,40,66,0.9087,0.9918,0.9005,0.9439
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,464,7,0,0,0.9851,0.9851,1.0,0.9925
