Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,471,0,0,0,1.0,1.0,1.0,1.0
AKRA,457,14,0,0,0.9703,0.9703,1.0,0.9849
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,445,9,6,11,0.9682,0.9802,0.9867,0.9834
BUMI,429,9,12,21,0.9554,0.9795,0.9728,0.9761
DEWA,188,3,84,196,0.8153,0.9843,0.6912,0.8121
DOID,295,12,59,105,0.8493,0.9609,0.8333,0.8926
ELSA,453,18,0,0,0.9618,0.9618,1.0,0.9805
ENRG,338,3,42,88,0.9045,0.9912,0.8895,0.9376
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,467,3,1,0,0.9915,0.9936,0.9979,0.9957
ITMA,407,9,13,42,0.9533,0.9784,0.969,0.9737
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,466,3,1,1,0.9915,0.9936,0.9979,0.9957
MBSS,448,22,0,1,0.9533,0.9532,1.0,0.976
MEDC,468,3,0,0,0.9936,0.9936,1.0,0.9968
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,471,0,0,0,1.0,1.0,1.0,1.0
SOCI,457,3,4,7,0.9851,0.9935,0.9913,0.9924
TCPI,469,1,1,0,0.9958,0.9979,0.9979,0.9979
TEBE,386,3,31,51,0.9278,0.9923,0.9257,0.9578
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,471,0,0,0,1.0,1.0,1.0,1.0
