Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,374,392,383,9.25,11,383.0,0.0463,366.0598754882813,195.46,1
Resistance,408,424,416,8.35,13,416.0,0.1364,366.0598754882813,88.78,2
Resistance,462,477,470,7.42,10,470.0,0.2839,366.0598754882813,34.02,3
Resistance,440,453,447,6.55,7,447.0,0.2211,366.0598754882813,30.29,4
Resistance,491,502,496,5.64,10,496.0,0.355,366.0598754882813,27.4,5
Resistance,514,532,523,8.8,9,523.0,0.4287,366.0598754882813,20.51,6
Resistance,612,638,625,12.76,12,625.0,0.7074,366.0598754882813,16.73,7
Resistance,561,588,574,13.86,3,574.0,0.568,366.0598754882813,5.19,8
Resistance,662,682,672,10.37,4,672.0,0.8358,366.0598754882813,4.73,9
Resistance,743,750,747,3.39,2,747.0,1.0406,366.0598754882813,1.9,10
Support,347,361,354,7.07,7,354.0,0.0329,366.0598754882813,163.0,1
Support,266,275,270,4.85,18,270.0,0.2624,366.0598754882813,66.08,2
Support,178,184,181,2.92,32,181.0,0.5055,366.0598754882813,62.07,3
Support,248,255,252,3.53,17,252.0,0.3116,366.0598754882813,52.86,4
Support,295,308,301,6.59,6,301.0,0.1777,366.0598754882813,31.96,5
Support,218,224,221,2.62,9,221.0,0.3963,366.0598754882813,22.15,6
Support,191,201,196,4.99,9,196.0,0.4646,366.0598754882813,18.96,7
Support,230,236,233,3.11,7,233.0,0.3635,366.0598754882813,18.74,8
Support,138,151,144,6.84,5,144.0,0.6066,366.0598754882813,8.11,9
Support,166,175,171,4.33,3,171.0,0.5329,366.0598754882813,5.53,10
