Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,405,427,416,11.36,7,416.0,0.094,380.26123046875,67.32,1
Resistance,379,399,389,9.55,2,389.0,0.023,380.26123046875,60.64,2
Resistance,531,564,548,16.52,8,548.0,0.4411,380.26123046875,17.73,3
Resistance,474,498,486,12.14,3,486.0,0.2781,380.26123046875,10.41,4
Resistance,576,638,607,30.6,5,607.0,0.5963,380.26123046875,8.25,5
Support,300,349,325,24.6,18,325.0,0.1453,380.26123046875,115.89,1
Support,248,284,266,17.95,27,266.0,0.3005,380.26123046875,86.96,2
Support,155,186,170,15.18,44,170.0,0.5529,380.26123046875,78.16,3
Support,80,97,88,8.72,58,88.0,0.7686,380.26123046875,74.49,4
Support,110,130,120,10.21,24,120.0,0.6844,380.26123046875,34.56,5
