Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,625,657,641,15.98,11,641.0,0.0423,615.0,210.42,1
Resistance,701,725,713,11.89,11,713.0,0.1593,615.0,64.95,2
Resistance,744,761,752,8.21,15,752.0,0.2228,615.0,64.44,3
Resistance,770,793,782,11.7,14,782.0,0.2715,615.0,49.73,4
Resistance,811,839,825,13.59,14,825.0,0.3415,615.0,39.83,5
Resistance,874,909,891,17.5,4,891.0,0.4488,615.0,8.72,6
Support,594,609,602,7.64,3,602.0,0.0211,615.0,96.34,1
Support,570,580,575,5.0,3,575.0,0.065,615.0,39.98,2
Support,530,548,539,8.94,5,539.0,0.1236,615.0,37.43,3
Support,485,512,498,13.11,6,498.0,0.1902,615.0,29.96,4
Support,425,433,429,4.24,2,429.0,0.3024,615.0,6.4,5
Support,375,397,386,11.31,2,386.0,0.3724,615.0,5.23,6
