Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,1141,1187,1164,23.0,16,1164.0,0.0347,1125.0,358.21,1
Resistance,1399,1449,1424,24.75,40,1424.0,0.2658,1125.0,145.04,2
Resistance,1329,1373,1351,22.15,27,1351.0,0.2009,1125.0,128.03,3
Resistance,1233,1283,1258,25.26,15,1258.0,0.1182,1125.0,116.98,4
Resistance,1617,1676,1646,29.7,13,1646.0,0.4631,1125.0,27.48,5
Resistance,1516,1587,1551,35.48,6,1551.0,0.3787,1125.0,15.44,6
Resistance,1741,1843,1792,50.93,3,1792.0,0.5929,1125.0,4.98,7
Support,1095,1119,1107,12.12,9,1107.0,0.016,1125.0,346.15,1
Support,852,888,870,18.03,11,870.0,0.2267,1125.0,46.48,2
Support,956,998,977,20.92,6,977.0,0.1316,1125.0,42.39,3
Support,1025,1069,1047,21.73,3,1047.0,0.0693,1125.0,37.82,4
Support,750,792,771,21.13,7,771.0,0.3147,1125.0,21.56,5
Support,697,724,711,13.19,4,711.0,0.368,1125.0,10.58,6
Support,622,629,626,3.53,2,626.0,0.4436,1125.0,4.41,7
