Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,1705,1705,1705,0.0,2,1705.0,0.0149,1680.0,80.38,1
Resistance,1735,1741,1738,2.89,3,1738.0,0.0345,1680.0,67.38,2
Resistance,1759,1765,1762,2.89,3,1762.0,0.0488,1680.0,51.01,3
Resistance,1744,1751,1748,3.54,2,1748.0,0.0405,1680.0,39.62,4
Resistance,1720,1720,1720,0.0,1,1720.0,0.0238,1680.0,29.58,5
Resistance,1790,1790,1790,0.0,2,1790.0,0.0655,1680.0,26.5,6
Resistance,1797,1818,1808,10.61,2,1808.0,0.0762,1680.0,23.2,7
Support,1500,1659,1579,79.59,17,1579.0,0.0601,1680.0,242.44,1
Support,965,1020,993,27.65,38,993.0,0.4089,1680.0,90.71,2
Support,1061,1122,1092,30.54,23,1092.0,0.35,1680.0,63.89,3
Support,1159,1231,1195,35.59,16,1195.0,0.2887,1680.0,53.57,4
Support,865,939,902,37.05,16,902.0,0.4631,1680.0,33.82,5
Support,699,779,739,40.03,17,739.0,0.5601,1680.0,29.82,6
Support,559,648,604,44.23,7,604.0,0.6405,1680.0,10.76,7
