Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,1424,1692,1558,134.04,38
Resistance,1786,2115,1950,164.28,17
Resistance,2380,2671,2525,145.41,10
Resistance,3372,3749,3561,188.97,9
Resistance,3953,4194,4074,120.58,8
Resistance,4449,4739,4594,144.88,8
Resistance,5547,5994,5770,223.28,11
Resistance,6230,6641,6436,205.58,7
Resistance,8100,8100,8100,0.0,1
Support,15,29,22,6.64,44
Support,42,73,57,15.67,7
Support,144,205,175,30.69,5
Support,244,268,256,11.76,6
Support,310,331,320,10.3,2
Support,541,541,541,0.0,1
Support,884,1014,949,65.1,2
Support,1145,1183,1164,19.03,6
Support,1212,1244,1228,16.27,5
