Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,471,0,0,0,1.0,1.0,1.0,1.0
AKRA,458,13,0,0,0.9724,0.9724,1.0,0.986
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,440,6,8,17,0.9703,0.9865,0.9821,0.9843
BUMI,441,8,8,14,0.966,0.9822,0.9822,0.9822
DEWA,188,3,84,196,0.8153,0.9843,0.6912,0.8121
DOID,321,15,49,86,0.8641,0.9554,0.8676,0.9093
ELSA,451,20,0,0,0.9575,0.9575,1.0,0.9783
ENRG,341,7,40,83,0.9002,0.9799,0.895,0.9355
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,438,9,7,17,0.966,0.9799,0.9843,0.9821
ITMA,153,49,84,185,0.7176,0.7574,0.6456,0.697
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,471,0,0,0,1.0,1.0,1.0,1.0
MBSS,439,4,8,20,0.9745,0.991,0.9821,0.9865
MEDC,447,24,0,0,0.949,0.949,1.0,0.9739
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,468,3,0,0,0.9936,0.9936,1.0,0.9968
SOCI,457,3,4,7,0.9851,0.9935,0.9913,0.9924
TCPI,471,0,0,0,1.0,1.0,1.0,1.0
TEBE,363,3,40,65,0.9087,0.9918,0.9007,0.9441
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,464,7,0,0,0.9851,0.9851,1.0,0.9925
