Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,471,0,0,0,1.0,1.0,1.0,1.0
AKRA,452,19,0,0,0.9597,0.9597,1.0,0.9794
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,457,6,3,5,0.9809,0.987,0.9935,0.9902
BUMI,441,8,8,14,0.966,0.9822,0.9822,0.9822
DEWA,188,3,84,196,0.8153,0.9843,0.6912,0.8121
DOID,321,15,49,86,0.8641,0.9554,0.8676,0.9093
ELSA,441,30,0,0,0.9363,0.9363,1.0,0.9671
ENRG,341,7,40,83,0.9002,0.9799,0.895,0.9355
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,442,9,6,14,0.9682,0.98,0.9866,0.9833
ITMA,390,3,18,60,0.9554,0.9924,0.9559,0.9738
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,471,0,0,0,1.0,1.0,1.0,1.0
MBSS,439,4,8,20,0.9745,0.991,0.9821,0.9865
MEDC,447,24,0,0,0.949,0.949,1.0,0.9739
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,468,3,0,0,0.9936,0.9936,1.0,0.9968
SOCI,457,3,4,7,0.9851,0.9935,0.9913,0.9924
TCPI,471,0,0,0,1.0,1.0,1.0,1.0
TEBE,372,15,33,51,0.8981,0.9612,0.9185,0.9394
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,464,7,0,0,0.9851,0.9851,1.0,0.9925
