Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,60,63,61,1.66,13,61.0,0.0702,57.0,162.14,1
Resistance,66,68,67,1.11,16,67.0,0.1754,57.0,86.28,2
Resistance,70,73,72,1.05,6,72.0,0.2632,57.0,21.97,3
Resistance,77,80,78,1.21,6,78.0,0.3684,57.0,15.86,4
Resistance,89,94,92,2.59,8,92.0,0.614,57.0,12.82,5
Resistance,81,86,84,2.89,4,84.0,0.4737,57.0,8.27,6
Resistance,108,111,110,1.48,5,110.0,0.9298,57.0,5.32,7
Resistance,102,106,104,2.06,4,104.0,0.8246,57.0,4.79,8
Resistance,123,131,127,4.04,3,127.0,1.2281,57.0,2.42,9
Support,56,56,56,0.0,2,56.0,0.0175,57.0,72.61,1
Support,50,50,50,0.0,8,50.0,0.1228,57.0,60.24,2
Support,53,53,53,0.0,3,53.0,0.0702,57.0,37.42,3
Support,55,55,55,0.0,1,55.0,0.0351,57.0,22.18,4
Support,52,52,52,0.0,2,52.0,0.0877,57.0,20.47,5
Support,51,51,51,0.0,1,51.0,0.1053,57.0,8.68,6
