Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,128,140,134,5.92,27,134.0,0.2182,110.0,118.33,1
Resistance,178,189,184,5.55,50,184.0,0.6727,110.0,73.24,2
Resistance,202,211,206,4.87,33,206.0,0.8727,110.0,37.38,3
Resistance,149,163,156,6.57,16,156.0,0.4182,110.0,37.37,4
Resistance,218,229,223,5.49,35,223.0,1.0273,110.0,33.74,5
Resistance,241,252,247,5.39,23,247.0,1.2455,110.0,18.32,6
Resistance,259,269,264,5.29,18,264.0,1.4,110.0,12.77,7
Resistance,277,297,287,9.86,6,287.0,1.6091,110.0,3.71,8
Resistance,362,362,362,0.0,1,362.0,2.2909,110.0,0.43,9
Support,83,83,83,0.0,1,83.0,0.2455,110.0,3.91,1
