Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,4250,4346,4298,48.17,5
Resistance,4579,4721,4650,70.71,2
Resistance,4800,4870,4835,35.36,2
Resistance,4883,4997,4940,56.57,2
Resistance,5400,5400,5400,0.0,1
Resistance,5725,5725,5725,0.0,1
Resistance,5840,5993,5917,76.38,3
Resistance,6175,6175,6175,0.0,1
Support,661,737,699,37.77,10
Support,821,937,879,58.12,33
Support,1293,1502,1398,104.81,12
Support,1794,2028,1911,117.0,8
Support,3309,3617,3463,153.93,20
Support,3675,3800,3738,62.46,39
Support,3868,3937,3902,34.57,37
Support,4054,4146,4100,46.26,11
