Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,405,427,416,11.36,7,416.0,0.094,380.26123046875,67.32,1
Resistance,379,399,389,9.55,2,389.0,0.023,380.26123046875,60.64,2
Resistance,528,555,541,13.45,6,541.0,0.4227,380.26123046875,13.87,3
Resistance,474,498,486,12.14,3,486.0,0.2781,380.26123046875,10.41,4
Resistance,568,590,579,11.32,5,579.0,0.5226,380.26123046875,9.39,5
Resistance,610,664,637,27.3,2,637.0,0.6752,380.26123046875,2.92,6
Support,300,349,325,24.6,18,325.0,0.1453,380.26123046875,115.89,1
Support,252,284,268,16.14,26,268.0,0.2952,380.26123046875,85.18,2
Support,80,97,88,8.72,58,88.0,0.7686,380.26123046875,74.49,3
Support,149,166,157,8.3,26,157.0,0.5871,380.26123046875,43.54,4
Support,174,199,186,12.48,21,186.0,0.5109,380.26123046875,40.32,5
Support,110,126,118,8.33,22,118.0,0.6897,380.26123046875,31.44,6
