Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,471,0,0,0,1.0,1.0,1.0,1.0
AKRA,467,4,0,0,0.9915,0.9915,1.0,0.9957
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,452,9,4,6,0.9724,0.9805,0.9912,0.9858
BUMI,460,3,2,6,0.9894,0.9935,0.9957,0.9946
DEWA,196,14,78,183,0.8047,0.9333,0.7153,0.8099
DOID,384,12,27,48,0.9172,0.9697,0.9343,0.9517
ELSA,458,13,0,0,0.9724,0.9724,1.0,0.986
ENRG,368,3,35,65,0.9193,0.9919,0.9132,0.9509
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,471,0,0,0,1.0,1.0,1.0,1.0
ITMA,414,12,13,32,0.9469,0.9718,0.9696,0.9707
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,471,0,0,0,1.0,1.0,1.0,1.0
MBSS,452,19,0,0,0.9597,0.9597,1.0,0.9794
MEDC,468,3,0,0,0.9936,0.9936,1.0,0.9968
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,471,0,0,0,1.0,1.0,1.0,1.0
SOCI,458,3,4,6,0.9851,0.9935,0.9913,0.9924
TCPI,471,0,0,0,1.0,1.0,1.0,1.0
TEBE,388,7,30,46,0.9214,0.9823,0.9282,0.9545
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,471,0,0,0,1.0,1.0,1.0,1.0
