Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,304,488,396,3.07,9
Resistance,289,538,413,4.15,5
Resistance,377,467,422,1.51,6
Resistance,392,462,427,1.15,4
Resistance,357,514,436,2.61,5
Resistance,460,460,460,0.0,1
Resistance,476,476,476,0.0,1
Resistance,505,505,505,0.0,1
Resistance,525,525,525,0.0,1
Support,-146,413,134,9.32,4
Support,-152,525,186,11.3,10
Support,-53,473,210,8.76,18
Support,-4,494,245,8.3,11
Support,117,424,271,5.12,14
Support,142,431,286,4.81,16
Support,141,468,305,5.45,32
Support,37,616,327,9.65,17
Support,73,672,373,9.98,15
