Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,501,952,727,7.53,6
Resistance,387,1132,759,12.42,6
Resistance,65,1550,808,24.75,2
Resistance,870,870,870,0.0,2
Resistance,940,940,940,0.0,1
Resistance,700,1300,1000,10.0,3
Resistance,1030,1030,1030,0.0,2
Resistance,746,1371,1058,10.41,3
Resistance,1200,1200,1200,0.0,1
Support,-104,539,218,10.71,5
Support,-177,756,290,15.55,19
Support,-5,693,344,11.63,31
Support,104,650,377,9.09,27
Support,37,834,436,13.28,17
Support,137,820,479,11.38,15
Support,68,985,527,15.28,3
Support,214,1039,626,13.76,7
Support,280,1074,677,13.23,9
