Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,-55,375,160,7.16,40,160.0,0.1765,136.0,214.51,1
Resistance,8,349,179,5.69,26,179.0,0.3162,136.0,79.71,2
Resistance,-67,578,256,10.76,22,256.0,0.8824,136.0,24.65,3
Resistance,-1,595,297,9.94,15,297.0,1.1838,136.0,12.56,4
Resistance,137,504,321,6.11,17,321.0,1.3603,136.0,12.41,5
Resistance,125,559,342,7.24,10,342.0,1.5147,136.0,6.56,6
Resistance,-119,907,394,17.09,3,394.0,1.8971,136.0,1.57,7
Resistance,442,442,442,0.0,1,442.0,2.25,136.0,0.44,8
Support,115,150,133,0.58,3,133.0,0.0221,136.0,93.58,1
Support,19,207,113,3.14,10,113.0,0.1691,136.0,55.83,2
Support,8,191,99,3.04,9,99.0,0.2721,136.0,31.91,3
Support,125,125,125,0.0,2,125.0,0.0809,136.0,22.01,4
Support,25,143,84,1.97,6,84.0,0.3824,136.0,15.29,5
Support,24,157,91,2.22,4,91.0,0.3309,136.0,11.73,6
Support,9,134,72,2.08,3,72.0,0.4706,136.0,6.24,7
Support,-27,143,58,2.83,2,58.0,0.5735,136.0,3.43,8
