Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,471,0,0,0,1.0,1.0,1.0,1.0
AKRA,458,13,0,0,0.9724,0.9724,1.0,0.986
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,440,6,8,17,0.9703,0.9865,0.9821,0.9843
BUMI,445,6,7,13,0.9724,0.9867,0.9845,0.9856
DEWA,188,3,84,196,0.8153,0.9843,0.6912,0.8121
DOID,326,15,47,83,0.8684,0.956,0.874,0.9132
ELSA,449,22,0,0,0.9533,0.9533,1.0,0.9761
ENRG,344,7,40,80,0.9002,0.9801,0.8958,0.9361
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,438,11,6,16,0.9639,0.9755,0.9865,0.981
ITMA,179,29,83,180,0.7622,0.8606,0.6832,0.7617
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,471,0,0,0,1.0,1.0,1.0,1.0
MBSS,439,4,8,20,0.9745,0.991,0.9821,0.9865
MEDC,447,24,0,0,0.949,0.949,1.0,0.9739
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,468,3,0,0,0.9936,0.9936,1.0,0.9968
SOCI,457,3,4,7,0.9851,0.9935,0.9913,0.9924
TCPI,471,0,0,0,1.0,1.0,1.0,1.0
TEBE,365,3,39,64,0.9108,0.9918,0.9035,0.9456
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,464,7,0,0,0.9851,0.9851,1.0,0.9925
