Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,471,0,0,0,1.0,1.0,1.0,1.0
AKRA,451,20,0,0,0.9575,0.9575,1.0,0.9783
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,462,3,2,4,0.9894,0.9935,0.9957,0.9946
BUMI,445,6,7,13,0.9724,0.9867,0.9845,0.9856
DEWA,188,3,84,196,0.8153,0.9843,0.6912,0.8121
DOID,326,15,47,83,0.8684,0.956,0.874,0.9132
ELSA,445,26,0,0,0.9448,0.9448,1.0,0.9716
ENRG,344,7,40,80,0.9002,0.9801,0.8958,0.9361
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,448,8,4,11,0.9745,0.9825,0.9912,0.9868
ITMA,390,3,18,60,0.9554,0.9924,0.9559,0.9738
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,471,0,0,0,1.0,1.0,1.0,1.0
MBSS,439,4,8,20,0.9745,0.991,0.9821,0.9865
MEDC,447,24,0,0,0.949,0.949,1.0,0.9739
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,468,3,0,0,0.9936,0.9936,1.0,0.9968
SOCI,457,3,4,7,0.9851,0.9935,0.9913,0.9924
TCPI,471,0,0,0,1.0,1.0,1.0,1.0
TEBE,372,15,33,51,0.8981,0.9612,0.9185,0.9394
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,464,7,0,0,0.9851,0.9851,1.0,0.9925
