Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,471,0,0,0,1.0,1.0,1.0,1.0
AKRA,457,14,0,0,0.9703,0.9703,1.0,0.9849
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,463,3,2,3,0.9894,0.9936,0.9957,0.9946
BUMI,445,6,7,13,0.9724,0.9867,0.9845,0.9856
DEWA,188,3,84,196,0.8153,0.9843,0.6912,0.8121
DOID,326,15,47,83,0.8684,0.956,0.874,0.9132
ELSA,445,26,0,0,0.9448,0.9448,1.0,0.9716
ENRG,357,3,38,73,0.913,0.9917,0.9038,0.9457
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,471,0,0,0,1.0,1.0,1.0,1.0
ITMA,392,4,18,57,0.9533,0.9899,0.9561,0.9727
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,471,0,0,0,1.0,1.0,1.0,1.0
MBSS,441,22,2,6,0.949,0.9525,0.9955,0.9735
MEDC,463,8,0,0,0.983,0.983,1.0,0.9914
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,468,3,0,0,0.9936,0.9936,1.0,0.9968
SOCI,458,3,4,6,0.9851,0.9935,0.9913,0.9924
TCPI,471,0,0,0,1.0,1.0,1.0,1.0
TEBE,375,15,31,50,0.9023,0.9615,0.9236,0.9422
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,471,0,0,0,1.0,1.0,1.0,1.0
